email,day_of_week,start_time,end_time
,tuesday,16,18
,thursday,16,15
,friday,15,21
,monday,16,13
,friday,16,20
,sunday,20,19
,tuesday,10,20
,monday,15,21
,monday,11,18
,friday,18,21
,wednesday,11,21
,saturday,12,11
,saturday,12,11
,wednesday,17,20
,sunday,12,13
,wednesday,13,21
,sunday,12,10
,wednesday,13,14
,friday,18,18
,sunday,11,15
,saturday,19,14
,saturday,14,9
,wednesday,20,12
,friday,17,17
,wednesday,9,9
,friday,9,11
,sunday,11,20
,tuesday,15,15
,friday,17,18
,friday,11,9
,sunday,17,12
,tuesday,15,20
,saturday,15,11
,saturday,9,19
,saturday,14,18
,wednesday,19,20
,tuesday,15,20
,saturday,13,21
,friday,10,10
,tuesday,20,9
,sunday,15,9
,sunday,9,18
,saturday,12,21
,sunday,18,12
,saturday,17,13
,saturday,13,20
,thursday,17,17
,saturday,18,13
,monday,10,20
,tuesday,11,12
,tuesday,8,19
,thursday,19,10
,wednesday,13,17
,wednesday,11,20
,friday,12,15
,tuesday,20,18
,friday,12,15
,sunday,12,11
,monday,17,21
,thursday,15,19
,monday,12,11
,sunday,17,16
,wednesday,10,21
,thursday,17,14
,saturday,20,15
,wednesday,19,9
,friday,20,19
,monday,12,15
,saturday,11,10
,wednesday,12,21
,thursday,11,18
,monday,9,16
,thursday,8,20
,friday,11,11
,friday,17,19
,wednesday,12,18
,friday,13,12
,friday,13,10
,tuesday,15,12
,monday,19,16
,wednesday,8,21
,sunday,14,10
,thursday,13,18
,thursday,18,12
,monday,19,11
,tuesday,14,12
,tuesday,16,12
,thursday,18,21
,thursday,12,17
,thursday,12,20
,tuesday,20,21
,tuesday,10,17
,sunday,13,12
,tuesday,19,12
,thursday,11,17
,tuesday,10,18
,monday,16,10
,thursday,15,16
,thursday,16,12
,monday,11,10
,wednesday,15,16
,thursday,18,10
,thursday,20,10
,friday,19,19
,saturday,18,10
,friday,17,11
,thursday,20,21
,wednesday,19,15
,monday,17,10
,monday,8,15
,saturday,8,18
,tuesday,16,12
,monday,8,9
,friday,9,12
,saturday,10,14
,tuesday,17,19
,saturday,16,19
,tuesday,14,12
,thursday,15,21
,sunday,20,11
,saturday,16,13
,tuesday,11,15
,thursday,8,18
,friday,17,10
,wednesday,20,12
,thursday,9,18
,tuesday,15,21
,thursday,10,12
,sunday,20,20
,tuesday,18,12
,sunday,10,14
,saturday,9,9
,friday,19,17
,friday,15,9
,thursday,9,20
,wednesday,15,16
,sunday,13,10
,monday,12,11
,saturday,8,9
,wednesday,12,14
,friday,20,19
,wednesday,18,10
,thursday,17,20
,monday,16,17
,tuesday,19,20
,wednesday,19,15
,saturday,20,15
,thursday,11,10
,sunday,8,16
,saturday,10,21
,tuesday,14,18
,friday,14,14
,monday,17,17
,monday,20,11
,saturday,10,16
,monday,18,13
,wednesday,18,21
,monday,12,12
,thursday,11,11
,sunday,19,13
,wednesday,13,18
,friday,20,21
,friday,12,15
,friday,18,19
,saturday,20,20
,monday,19,13
,wednesday,14,18
,thursday,11,9
,friday,11,11
,saturday,11,13
,friday,17,15
,sunday,17,11
,friday,17,10
,thursday,20,18
,sunday,20,13
,saturday,16,14
,monday,8,17
,friday,13,14
,monday,8,9
,monday,8,14
,thursday,18,10
,thursday,20,9
,monday,16,19
,monday,16,14
,tuesday,11,20
,thursday,13,17
,saturday,15,12
,saturday,19,11
,saturday,8,13
,wednesday,15,16
,sunday,12,20
,monday,17,12
,tuesday,9,11
,tuesday,17,19
,sunday,12,16
,saturday,16,19
,thursday,8,13
,thursday,20,13
,sunday,9,18
,saturday,9,11
,friday,15,16
,monday,14,16
,friday,13,11
,sunday,9,10
,monday,14,10
,saturday,13,16
,friday,11,21
,tuesday,10,13
,friday,18,9
,wednesday,19,19
,wednesday,19,16
,wednesday,14,18
,monday,17,13
,wednesday,16,17
,sunday,11,15
,sunday,19,16
,tuesday,13,17
,saturday,18,19
,monday,13,15
,sunday,15,18
,sunday,18,15
,tuesday,13,9
,sunday,15,12
,saturday,8,21
,thursday,10,9
,monday,18,20
,saturday,20,15
,tuesday,19,17
,thursday,17,9
,tuesday,13,14
,sunday,18,10
,friday,16,9
,tuesday,9,20
,wednesday,14,15
,thursday,14,13
,monday,15,12
,saturday,10,12
,sunday,10,10
,wednesday,12,10
,monday,20,14
,wednesday,14,20
,friday,14,17
,wednesday,14,15
,monday,16,12
,saturday,19,12
,friday,8,21
,thursday,15,14
,wednesday,14,20
,friday,18,19
,thursday,18,17
,thursday,18,9
,thursday,12,16
,sunday,9,17
,tuesday,14,10
,sunday,13,12
,sunday,19,18
,friday,11,18
,friday,9,15
,monday,19,13
,saturday,12,13
,monday,11,10
,thursday,17,13
,sunday,18,14
,sunday,15,9
,thursday,17,14
,monday,13,12
,tuesday,14,13
,wednesday,17,21
,friday,8,12
,saturday,10,9
,sunday,8,16
,friday,10,11
,wednesday,17,14
,monday,13,13
,wednesday,8,16
,wednesday,12,12
,tuesday,13,9
,tuesday,15,15
,monday,10,20
,saturday,9,10
,monday,12,18
,monday,15,20
,monday,18,10
,monday,9,21
,saturday,20,12
,thursday,11,9
,wednesday,13,18
,friday,15,18
,tuesday,13,11
,tuesday,20,19
,monday,18,9
,tuesday,17,16
,monday,16,16
,wednesday,11,16
,thursday,13,15
,monday,19,9
,sunday,8,13
,monday,11,20
,thursday,16,19
,thursday,11,17
,tuesday,8,13
,saturday,14,21
,saturday,20,15
,thursday,10,12
,wednesday,11,13
,sunday,20,17
,thursday,9,15
,sunday,14,15
,tuesday,9,11
,tuesday,13,21
,thursday,12,20
,wednesday,8,15
,monday,20,14
,sunday,14,14
,thursday,10,21
,friday,9,13
,wednesday,10,18
,sunday,12,15
,saturday,18,15
,saturday,12,11
,saturday,20,13
,friday,19,21
,thursday,15,12
,tuesday,8,21
,wednesday,8,12
,saturday,20,16
,monday,10,14
,friday,19,17
,friday,13,11
,wednesday,9,13
,sunday,16,12
,tuesday,12,19
,saturday,13,20
,saturday,17,20
,tuesday,12,15
,tuesday,17,17
,thursday,8,19
,monday,18,9
,wednesday,17,18
,monday,20,21
,wednesday,16,16
,monday,12,12
,saturday,17,10
,thursday,18,18
,tuesday,15,18
,thursday,12,13
,friday,15,16
,sunday,9,10
,friday,19,9
,sunday,8,9
,tuesday,13,21
,monday,16,21
,monday,19,16
,sunday,11,21
,sunday,20,21
,monday,18,19
,friday,17,12
,wednesday,13,19
,thursday,18,12
,wednesday,16,21
,sunday,20,21
,monday,14,14
,tuesday,16,10
,wednesday,12,9
,tuesday,9,10
,thursday,17,21
,wednesday,10,14
,friday,9,16
,saturday,10,10
,wednesday,19,13
,tuesday,17,17
,monday,11,16
,sunday,16,15
,tuesday,11,17
,saturday,18,19
,wednesday,8,16
,sunday,18,11
,sunday,9,16
,monday,9,20
,thursday,18,19
,saturday,17,10
,monday,20,14
,thursday,19,20
,monday,9,17
,friday,14,21
,thursday,18,20
,sunday,13,16
,friday,13,21
,friday,10,10
,thursday,10,13
,thursday,9,14
,saturday,10,13
,thursday,11,18
,wednesday,8,11
,friday,11,9
,tuesday,14,14
,saturday,20,16
,sunday,8,16
,tuesday,18,20
,wednesday,10,10
,wednesday,15,17
,thursday,8,15
,friday,14,19
,friday,8,16
,tuesday,10,9
,tuesday,16,21
,monday,15,16
,wednesday,16,16
,thursday,17,15
,monday,18,17
,saturday,8,18
,wednesday,14,15
,monday,13,12
,monday,14,14
,saturday,20,12
,sunday,9,18
,monday,19,21
,saturday,8,11
,thursday,11,13
,monday,16,16
,saturday,11,21
,saturday,14,11
,wednesday,10,18
,thursday,8,16
,friday,13,13
,thursday,8,12
,wednesday,20,18
,monday,8,19
,sunday,19,11
,thursday,16,10
,monday,20,10
,saturday,15,15
,sunday,18,12
,wednesday,14,18
,monday,18,11
,thursday,15,20
,monday,11,17
,sunday,8,21
,wednesday,12,20
,friday,14,15
,wednesday,18,13
,saturday,20,15
,saturday,13,19
,sunday,18,10
,friday,19,15
,wednesday,9,10
,tuesday,11,16
,tuesday,17,11
,monday,11,12
,wednesday,15,21
,friday,8,16
,friday,9,18
,tuesday,15,11
,wednesday,19,10
,sunday,18,21
,monday,17,19
,monday,20,18
,sunday,9,13
,wednesday,12,20
,wednesday,14,16
,thursday,18,9
,sunday,14,9
,saturday,17,19
,friday,11,11
,wednesday,8,10
,wednesday,12,19
,tuesday,17,13
,tuesday,16,17
,friday,18,16
,saturday,9,12
,wednesday,9,11
,monday,11,10
,sunday,14,18
,tuesday,14,19
,tuesday,10,16
,friday,10,16
,wednesday,12,21
,monday,12,17
,wednesday,13,13
,friday,18,13
,tuesday,8,9
,monday,9,14
,tuesday,9,12
,sunday,18,10
,tuesday,12,11
,monday,14,10
,tuesday,13,18
,sunday,15,21
,thursday,19,13
,thursday,8,19
,monday,8,18
,tuesday,17,18
,sunday,16,19
,thursday,19,13
,friday,10,16
,monday,12,17
,friday,12,13
,saturday,14,9
,friday,9,21
,sunday,18,9
,tuesday,15,19
,sunday,11,19
,wednesday,12,9
,wednesday,11,14
,monday,16,14
,tuesday,15,17
,saturday,11,12
,friday,8,13
,tuesday,13,21
,monday,9,10
,monday,10,12
,wednesday,15,17
,friday,18,9
,saturday,18,16
,friday,8,20
,tuesday,14,17
,friday,15,14
,tuesday,8,20
,friday,17,21
,wednesday,14,10
,friday,19,16
,thursday,20,21
,sunday,17,21
,saturday,19,18
,tuesday,8,15
,tuesday,15,15
,wednesday,13,17
,tuesday,12,14
,sunday,10,19
,monday,11,17
,tuesday,20,9
,monday,8,19
,wednesday,8,15
,saturday,17,17
,sunday,10,13
,monday,15,21
,wednesday,15,17
,wednesday,12,12
,friday,11,19
,monday,8,21
,friday,9,9
,monday,9,20
,monday,15,9
,friday,16,17
,friday,12,18
,thursday,17,14
,tuesday,17,17
,sunday,16,17
,monday,11,18
,saturday,17,10
,tuesday,13,13
,saturday,14,10
,thursday,12,9
,sunday,15,12
,sunday,13,9
,sunday,19,12
,tuesday,20,17
,tuesday,19,10
,friday,15,21
,thursday,11,9
,thursday,10,19
,monday,11,16
,saturday,9,14
,saturday,8,10
,sunday,20,19
,wednesday,15,19
,wednesday,20,18
,tuesday,19,19
,friday,15,14
,thursday,13,20
,saturday,20,17
,sunday,17,18
,saturday,17,21
,thursday,10,13
,friday,18,14
,monday,11,21
,saturday,14,15
,saturday,14,17
,friday,17,15
,friday,18,20
,thursday,18,13
,friday,9,15
,saturday,13,12
,sunday,8,11
,friday,20,12
,friday,14,19
,saturday,14,16
,sunday,17,17
,monday,11,12
,monday,10,9
,sunday,15,21
,monday,9,12
,thursday,17,18
,monday,12,10
,tuesday,19,18
,wednesday,15,19
,tuesday,8,19
,wednesday,8,21
,monday,19,19
,friday,12,17
,wednesday,20,18
,wednesday,13,13
,wednesday,17,15
,monday,20,21
,sunday,20,9
,friday,17,10
,wednesday,9,21
,monday,16,12
,wednesday,14,17
,sunday,17,16
,saturday,12,16
,wednesday,17,14
,saturday,20,15
,tuesday,14,10
,thursday,20,12
,monday,10,11
,saturday,17,20
,wednesday,15,12
,wednesday,11,12
,saturday,15,19
,thursday,9,21
,sunday,19,18
,tuesday,12,20
,saturday,16,11
,wednesday,19,19
,tuesday,17,14
,saturday,15,10
,monday,14,12
,sunday,8,17
,saturday,15,19
,thursday,19,11
,saturday,16,9
,monday,10,21
,wednesday,8,20
,tuesday,20,11
,friday,16,9
,saturday,13,12
,sunday,16,12
,tuesday,14,20
,wednesday,9,10
,monday,15,19
,tuesday,12,19
,monday,16,17
,friday,20,16
,friday,12,14
,saturday,13,15
,saturday,14,10
,tuesday,13,15
,sunday,14,10
,friday,13,12
,friday,10,16
,tuesday,12,21
,sunday,14,14
,sunday,12,13
,monday,12,20
,monday,18,11
,friday,15,20
,friday,16,19
,saturday,13,9
,tuesday,17,21
,wednesday,13,15
,thursday,8,14
,thursday,9,11
,thursday,19,14
,wednesday,13,13
,wednesday,9,15
,monday,14,13
,friday,12,21
,thursday,10,11
,saturday,14,19
,thursday,13,16
,sunday,13,18
,saturday,9,11
