pid|creator_email|project_name|tag|project_date|day_of_week|start_time|end_time|curr_capacity|goal_capacity|city|state|description,,
"|""""|ac|est.|11/02/2017|thursday|19|22|0|5|Lafayette|LA|""""",,
"|""""|ligula.|taciti|09/30/2017|thursday|9|9|0|5|Lincoln|NE|""""",,
"|""""|nunc.|ut|08/12/2016|friday|19|13|0|25|Independence|MO|""""",,
"|""""|sit|quis","|01/19/2016|friday|19|10|0|50|Austin|TX|""""",
"|""""|metus|fermentum|01/06/2018|thursday|18|11|0|10|Chesapeake|VA|""""",,
"|""""|dolor|nec|01/01/2017|sunday|20|18|0|50|Dover|DE|""""",,
"|""""|pellentesque|dictum|10/30/2017|tuesday|15|21|0|25|Billings|MT|""""",,
"|""""|vitae|lectus|09/12/2018|wednesday|19|21|0|10|Lincoln|NE|""""",,
"|""""|a|molestie|12/18/2016|sunday|14|19|0|50|Las Vegas|NV|""""",,
"|""""|eros|Proin|11/11/2017|tuesday|16|12|0|5|Davenport|IA|""""",,
"|""""|et|Morbi|07/06/2016|thursday|20|12|0|25|Bozeman|MT|""""",,
"|""""|condimentum.|Maecenas|09/08/2018|friday|8|22|0|10|Portland|OR|""""",,
"|""""|quam|Phasellus|02/16/2018|saturday|11|21|0|5|Meridian|ID|""""",,
"|""""|eu|vulputate","|04/03/2017|tuesday|14|20|0|25|Fresno|CA|""""",
"|""""|sollicitudin|auctor|07/07/2018|monday|17|17|0|10|Lakewood|CO|""""",,
"|""""|ante|metus.|08/02/2016|tuesday|11|15|0|5|Idaho Falls|ID|""""",,
"|""""|eu|velit|02/13/2019|monday|17|16|0|25|Knoxville|TN|""""",,
"|""""|vestibulum","|accumsan|06/26/2017|thursday|16|18|0|25|Jackson|MS|""""",
"|""""|sed|Mauris|07/11/2017|saturday|20|20|0|5|Colorado Springs|CO|""""",,
"|""""|magna|Proin|08/10/2018|tuesday|13|19|0|25|Bozeman|MT|""""",,
"|""""|tristique|blandit|03/15/2017|sunday|8|16|0|10|Orlando|FL|""""",,
"|""""|cursus|ornare","|05/22/2018|tuesday|19|12|0|5|Essex|VT|""""",
"|""""|sagittis.|netus|04/14/2016|thursday|19|9|0|50|Wichita|KS|""""",,
"|""""|risus.|nascetur|02/19/2016|thursday|9|22|0|5|Fort Smith|AR|""""",,
"|""""|auctor",|aliquam,"|05/29/2017|sunday|18|20|0|5|Baltimore|MD|"""""
"|""""|elementum|sit|04/11/2017|saturday|13|21|0|5|Springfield|IL|""""",,
"|""""|Etiam|et|01/22/2017|monday|17|12|0|10|Lowell|MA|""""",,
"|""""|semper|Mauris|10/27/2018|monday|17|16|0|25|Anchorage|AK|""""",,
"|""""|ornare|orci","|09/13/2016|friday|10|14|0|10|Missoula|MT|""""",
"|""""|vitae","|rutrum|03/25/2018|wednesday|14|20|0|25|Augusta|GA|""""",
"|""""|ipsum|turpis|04/02/2017|sunday|8|11|0|5|San Antonio|TX|""""",,
"|""""|Aliquam|eu","|05/22/2018|wednesday|19|18|0|25|Annapolis|MD|""""",
"|""""|primis|lorem|12/15/2017|wednesday|20|20|0|5|Evansville|IN|""""",,
"|""""|sodales|sit|02/14/2017|friday|13|14|0|25|Hilo|HI|""""",,
"|""""|nibh|Nam|11/29/2018|friday|13|9|0|10|Nampa|ID|""""",,
"|""""|vestibulum","|nascetur|01/02/2016|saturday|19|21|0|50|New Haven|CT|""""",
"|""""|eget","|nisi.|11/26/2018|friday|14|15|0|5|Lincoln|NE|""""",
"|""""|Suspendisse|Nullam|04/01/2016|friday|16|11|0|50|Meridian|ID|""""",,
"|""""|feugiat|justo|01/19/2018|thursday|20|11|0|10|New Orleans|LA|""""",,
"|""""|ut|in|03/21/2017|saturday|12|10|0|25|Evansville|IN|""""",,
"|""""|congue","|laoreet|11/30/2017|wednesday|11|16|0|5|Norman|OK|""""",
"|""""|Curae;|Vivamus|01/18/2018|saturday|17|12|0|5|Pike Creek|DE|""""",,
"|""""|massa.|et|12/25/2018|sunday|15|11|0|25|San Antonio|TX|""""",,
"|""""|dapibus|Etiam|04/12/2016|monday|13|15|0|25|Madison|WI|""""",,
"|""""|molestie|dui|05/25/2017|tuesday|12|10|0|10|Denver|CO|""""",,
"|""""|neque|ultrices|03/30/2018|saturday|19|11|0|10|Columbia|MO|""""",,
"|""""|arcu.|dignissim|04/11/2016|friday|17|21|0|50|Butte|MT|""""",,
"|""""|nec|leo|07/20/2018|monday|14|20|0|5|Austin|TX|""""",,
"|""""|ac|urna.|04/27/2018|monday|13|18|0|25|Ketchikan|AK|""""",,
"|""""|nec|laoreet","|01/01/2018|thursday|10|18|0|10|Chesapeake|VA|""""",
"|""""|Donec|ante|09/27/2017|sunday|17|21|0|10|Burlington|VT|""""",,
"|""""|pede","|augue|02/27/2018|tuesday|20|20|0|25|Colorado Springs|CO|""""",
"|""""|nascetur|facilisis.|09/14/2016|wednesday|18|14|0|25|Tacoma|WA|""""",,
"|""""|libero|Quisque|05/29/2017|friday|20|17|0|10|Jacksonville|FL|""""",,
"|""""|arcu.|cubilia|09/12/2018|monday|18|19|0|50|Rockford|IL|""""",,
"|""""|orci|auctor|10/04/2016|friday|20|15|0|5|Bellevue|NE|""""",,
"|""""|Maecenas|molestie|05/24/2018|wednesday|12|10|0|50|Waterbury|CT|""""",,
"|""""|sem","|scelerisque|05/07/2018|tuesday|13|20|0|25|Wilmington|DE|""""",
"|""""|luctus|nunc","|02/19/2017|sunday|18|22|0|10|Davenport|IA|""""",
"|""""|aliquet","|lacus.|10/29/2017|saturday|11|16|0|10|Tuscaloosa|AL|""""",
"|""""|Nullam|penatibus|04/21/2016|sunday|11|10|0|5|Boise|ID|""""",,
"|""""|malesuada|quis|05/15/2018|monday|11|15|0|10|Boise|ID|""""",,
"|""""|neque|a|03/27/2018|wednesday|18|16|0|50|Chandler|AZ|""""",,
"|""""|id|at","|10/09/2016|wednesday|16|12|0|50|Sterling Heights|MI|""""",
"|""""|Sed|purus|07/12/2018|tuesday|9|10|0|10|Spokane|WA|""""",,
"|""""|eget|ut|12/26/2017|thursday|17|22|0|5|Dover|DE|""""",,
"|""""|leo.|velit|01/15/2019|tuesday|15|12|0|50|San Antonio|TX|""""",,
"|""""|purus|velit|08/31/2018|friday|13|15|0|25|Huntsville|AL|""""",,
"|""""|blandit|tristique|07/22/2016|wednesday|16|20|0|25|Overland Park|KS|""""",,
"|""""|ipsum|gravida|10/30/2018|saturday|18|10|0|25|Gaithersburg|MD|""""",,
"|""""|lacus.|nunc|08/20/2016|friday|13|10|0|50|Fort Wayne|IN|""""",,
"|""""|lacus|interdum|08/19/2016|saturday|19|19|0|25|Akron|OH|""""",,
"|""""|id|urna|04/12/2016|friday|17|15|0|5|Memphis|TN|""""",,
"|""""|Aenean|scelerisque|03/29/2018|thursday|13|19|0|10|Duluth|MN|""""",,
"|""""|at","|volutpat|03/12/2018|monday|20|11|0|10|Rochester|MN|""""",
"|""""|ipsum|Etiam|11/05/2016|tuesday|13|15|0|5|Bridgeport|CT|""""",,
"|""""|pellentesque|nisl|08/11/2018|thursday|9|9|0|10|Oklahoma City|OK|""""",,
"|""""|turpis|Morbi|10/10/2017|sunday|18|11|0|50|Salem|OR|""""",,
"|""""|odio|ac|12/09/2018|monday|20|21|0|10|Sandy|UT|""""",,
"|""""|pellentesque.|elementum|05/13/2018|saturday|19|15|0|25|St. Petersburg|FL|""""",,
"|""""|nunc|iaculis","|11/15/2016|friday|19|9|0|10|Sandy|UT|""""",
"|""""|sapien","|eu|06/03/2016|saturday|14|19|0|50|Baton Rouge|LA|""""",
"|""""|quis|et","|07/02/2016|friday|9|18|0|25|Mobile|AL|""""",
"|""""|turpis|lobortis|03/12/2019|tuesday|14|11|0|50|College|AK|""""",,
"|""""|Etiam|in|01/01/2019|thursday|8|17|0|5|Bellevue|WA|""""",,
"|""""|blandit|vehicula|02/22/2019|friday|10|20|0|5|Saint Paul|MN|""""",,
"|""""|lorem|at","|04/04/2019|tuesday|15|11|0|10|Dover|DE|""""",
"|""""|Donec|ante|08/17/2018|monday|18|17|0|5|Gulfport|MS|""""",,
"|""""|odio","|nunc.|12/18/2018|saturday|10|17|0|25|Naperville|IL|""""",
"|""""|Donec|Vivamus|02/26/2018|thursday|8|15|0|5|Hilo|HI|""""",,
"|""""|tristique|cubilia|04/08/2019|tuesday|13|19|0|10|Portland|ME|""""",,
"|""""|dignissim|feugiat|12/15/2017|thursday|13|19|0|10|Montgomery|AL|""""",,
"|""""|nec","|Cras|04/20/2018|thursday|10|12|0|50|Salt Lake City|UT|""""",
"|""""|ultrices","|consectetuer|03/10/2017|monday|10|22|0|25|Flint|MI|""""",
"|""""|sociis|sagittis.|07/10/2016|thursday|9|21|0|10|Bellevue|NE|""""",,
"|""""|habitant|risus.|05/25/2016|monday|16|12|0|50|Savannah|GA|""""",,
"|""""|Vivamus|interdum|09/04/2017|monday|9|21|0|5|Fairbanks|AK|""""",,
"|""""|convallis|iaculis|08/31/2018|sunday|19|21|0|5|Sandy|UT|""""",,
"|""""|quis|ultricies|03/02/2017|sunday|16|20|0|5|Boston|MA|""""",,
"|""""|ipsum|sed","|01/20/2018|tuesday|12|11|0|10|South Burlington|VT|""""",
"|""""|orci|nulla|08/07/2016|friday|20|17|0|25|Salt Lake City|UT|""""",,
"|""""|vulputate|Vestibulum|02/02/2016|saturday|9|9|0|50|Topeka|KS|""""",,
"|""""|sed|ligula.|08/03/2016|wednesday|19|22|0|10|Akron|OH|""""",,
"|""""|enim.|ac|03/18/2017|sunday|16|18|0|10|Meridian|ID|""""",,
"|""""|ante|turpis|05/07/2017|wednesday|13|9|0|10|Harrisburg|PA|""""",,
"|""""|euismod|ipsum.|08/28/2016|saturday|14|9|0|5|Lexington|KY|""""",,
"|""""|Nunc|mollis|08/27/2017|sunday|16|12|0|25|Houston|TX|""""",,
"|""""|non","|odio.|06/07/2018|thursday|16|18|0|50|Des Moines|IA|""""",
"|""""|Cras|cursus|03/11/2016|thursday|19|13|0|5|Jefferson City|MO|""""",,
"|""""|Suspendisse|leo.|10/25/2017|monday|12|12|0|50|Wichita|KS|""""",,
"|""""|Aliquam|tincidunt","|05/11/2016|tuesday|16|10|0|25|Wichita|KS|""""",
"|""""|Cras|facilisis|12/30/2016|friday|9|18|0|50|Kapolei|HI|""""",,
"|""""|odio.|volutpat|03/05/2017|sunday|20|13|0|25|Salem|OR|""""",,
"|""""|Aenean|eu","|06/28/2017|saturday|16|21|0|10|Norman|OK|""""",
"|""""|morbi|vestibulum","|10/23/2018|tuesday|12|11|0|25|Bozeman|MT|""""",
"|""""|commodo|lacus.|01/28/2018|wednesday|12|19|0|5|Ketchikan|AK|""""",,
"|""""|consectetuer|ipsum|03/02/2017|saturday|19|14|0|25|Birmingham|AL|""""",,
"|""""|ipsum|gravida.|07/01/2017|thursday|19|10|0|5|Reading|PA|""""",,
"|""""|malesuada|purus|09/07/2018|monday|13|22|0|25|Portland|ME|""""",,
"|""""|vitae","|libero|02/15/2018|saturday|18|10|0|5|Orlando|FL|""""",
"|""""|placerat.|vulputate|09/17/2016|tuesday|14|9|0|50|Gresham|OR|""""",,
"|""""|elit.|ut","|06/21/2016|saturday|20|13|0|5|Memphis|TN|""""",
"|""""|vel","|quam.|05/19/2016|tuesday|12|9|0|5|Gresham|OR|""""",
"|""""|volutpat|orci","|08/10/2018|monday|12|11|0|10|San Antonio|TX|""""",
"|""""|elit.|eu|09/25/2018|thursday|14|17|0|5|Bear|DE|""""",,
"|""""|mauris|nisi.|07/29/2017|saturday|13|22|0|25|Richmond|VA|""""",,
"|""""|montes","|nonummy|12/23/2016|thursday|20|18|0|10|Los Angeles|CA|""""",
"|""""|vestibulum|Suspendisse|04/07/2019|friday|15|9|0|50|Austin|TX|""""",,
"|""""|sit|velit|08/03/2017|sunday|20|10|0|25|Milwaukee|WI|""""",,
"|""""|vel|sociosqu|08/18/2017|monday|15|16|0|25|Akron|OH|""""",,
"|""""|vel|nulla|10/02/2018|wednesday|13|10|0|50|Bozeman|MT|""""",,
"|""""|orci.|a|05/14/2017|monday|18|20|0|25|Wyoming|WY|""""",,
"|""""|aptent|nec|12/27/2018|monday|20|22|0|10|Madison|WI|""""",,
"|""""|eros|molestie|02/09/2017|wednesday|20|19|0|25|Savannah|GA|""""",,
"|""""|euismod|dui|11/30/2017|tuesday|16|18|0|10|Boise|ID|""""",,
"|""""|eleifend","|Curabitur|11/29/2016|wednesday|18|14|0|50|Tallahassee|FL|""""",
"|""""|Suspendisse|sem|10/28/2018|saturday|8|11|0|5|Bloomington|MN|""""",,
"|""""|Morbi|lacus.|07/17/2018|wednesday|13|11|0|25|Tuscaloosa|AL|""""",,
"|""""|massa|nisl|02/06/2016|thursday|8|14|0|10|Lexington|KY|""""",,
"|""""|lobortis|Suspendisse|04/04/2019|friday|17|12|0|5|Davenport|IA|""""",,
"|""""|ullamcorper.|enim.|04/15/2018|sunday|13|20|0|5|Baltimore|MD|""""",,
"|""""|scelerisque|neque.|01/12/2016|monday|14|17|0|50|Aurora|CO|""""",,
"|""""|elit","|lacus.|06/09/2017|tuesday|16|14|0|5|Los Angeles|CA|""""",
"|""""|dui|In|03/08/2017|monday|19|10|0|25|Racine|WI|""""",,
"|""""|mi|nec|06/14/2017|thursday|11|18|0|50|College|AK|""""",,
"|""""|lacus.|et|09/10/2016|sunday|9|16|0|5|Butte|MT|""""",,
"|""""|tincidunt|aliquam|11/18/2018|thursday|18|17|0|25|Tampa|FL|""""",,
"|""""|enim|velit.|03/16/2016|saturday|8|18|0|25|Lawton|OK|""""",,
"|""""|sit|ornare|01/02/2016|tuesday|20|18|0|25|Wichita|KS|""""",,
"|""""|sodales.|Proin|06/20/2018|tuesday|14|10|0|5|Juneau|AK|""""",,
"|""""|justo|venenatis|06/27/2016|friday|13|20|0|5|Toledo|OH|""""",,
"|""""|odio.|non|10/01/2018|thursday|19|22|0|5|Clarksville|TN|""""",,
"|""""|venenatis|tincidunt|03/24/2017|monday|19|11|0|50|Boise|ID|""""",,
"|""""|interdum.|vel","|04/26/2016|friday|17|17|0|50|Cleveland|OH|""""",
"|""""|Nunc|iaculis","|03/31/2017|friday|17|16|0|50|Kenosha|WI|""""",
"|""""|Sed|vehicula|04/15/2016|saturday|14|14|0|50|Erie|PA|""""",,
"|""""|quis|id|03/03/2019|tuesday|15|21|0|10|Great Falls|MT|""""",,
"|""""|Donec|elementum|05/12/2017|friday|19|19|0|10|Columbus|OH|""""",,
"|""""|rutrum|parturient|06/15/2018|saturday|13|12|0|10|Seattle|WA|""""",,
"|""""|est|gravida|03/01/2018|saturday|15|11|0|25|Essex|VT|""""",,
"|""""|nulla|montes","|11/20/2018|saturday|10|18|0|10|Lawton|OK|""""",
"|""""|malesuada.|sollicitudin|08/31/2018|sunday|15|9|0|50|Sterling Heights|MI|""""",,
"|""""|enim|eu|04/08/2016|saturday|20|9|0|10|Boston|MA|""""",,
"|""""|fermentum|eu","|05/05/2017|thursday|18|16|0|25|Clarksville|TN|""""",
"|""""|porttitor|Sed|03/08/2019|sunday|13|20|0|5|Owensboro|KY|""""",,
"|""""|Phasellus|libero|09/17/2016|friday|8|21|0|10|Denver|CO|""""",,
"|""""|velit|nisi|09/11/2016|thursday|20|17|0|10|Stamford|CT|""""",,
"|""""|porttitor|nulla.|02/10/2018|saturday|11|12|0|5|Tallahassee|FL|""""",,
"|""""|ultrices|arcu|11/23/2016|thursday|18|18|0|25|Shreveport|LA|""""",,
"|""""|tristique|mauris|05/23/2016|monday|8|11|0|50|Carson City|NV|""""",,
"|""""|tempus|tempor|08/12/2018|saturday|17|20|0|50|Miami|FL|""""",,
"|""""|Nulla|nibh|12/06/2017|tuesday|18|16|0|50|Tampa|FL|""""",,
"|""""|neque|non|02/28/2019|saturday|15|11|0|50|Orlando|FL|""""",,
"|""""|at","|Aliquam|06/15/2016|tuesday|9|20|0|5|Seattle|WA|""""",
"|""""|vel","|erat|02/12/2016|sunday|9|21|0|10|Phoenix|AZ|""""",
"|""""|ut","|enim|03/10/2019|saturday|11|22|0|25|Akron|OH|""""",
"|""""|ac","|in|10/26/2017|thursday|19|18|0|5|Kaneohe|HI|""""",
"|""""|vehicula|Quisque|12/21/2016|friday|8|20|0|5|Baton Rouge|LA|""""",,
"|""""|a",|non,"|01/03/2018|sunday|20|10|0|5|Paradise|NV|"""""
"|""""|sagittis.|feugiat|05/01/2017|monday|10|18|0|25|Erie|PA|""""",,
"|""""|Vivamus|ac|08/24/2016|friday|15|9|0|50|Overland Park|KS|""""",,
"|""""|enim|ante|05/18/2018|wednesday|19|13|0|25|Kenosha|WI|""""",,
"|""""|enim.|Sed|11/14/2017|friday|12|12|0|10|Lexington|KY|""""",,
"|""""|tincidunt|Donec|04/04/2017|tuesday|19|18|0|10|Dover|DE|""""",,
"|""""|Aliquam|adipiscing|08/14/2018|thursday|10|16|0|10|Bridgeport|CT|""""",,
"|""""|aliquet.|lobortis|10/21/2016|tuesday|17|16|0|50|Lincoln|NE|""""",,
"|""""|vitae|Donec|04/10/2018|monday|15|13|0|5|Seattle|WA|""""",,
"|""""|libero|Quisque|01/06/2016|friday|13|12|0|50|Meridian|ID|""""",,
"|""""|lorem","|erat|11/11/2016|saturday|8|15|0|25|Worcester|MA|""""",
"|""""|nonummy.|nunc|04/06/2018|wednesday|20|11|0|5|Houston|TX|""""",,
"|""""|ut","|placerat|04/03/2016|thursday|12|19|0|5|Hilo|HI|""""",
"|""""|In|sit|10/15/2018|monday|15|9|0|50|Nashville|TN|""""",,
"|""""|In|id","|05/14/2017|wednesday|14|15|0|5|Meridian|ID|""""",
"|""""|turpis|rhoncus.|10/15/2018|monday|14|10|0|25|Butte|MT|""""",,
"|""""|penatibus|lorem|03/24/2016|tuesday|17|13|0|5|Tampa|FL|""""",,
"|""""|Etiam|rutrum.|06/04/2016|wednesday|13|22|0|10|Indianapolis|IN|""""",,
"|""""|Aliquam|elit.|12/11/2017|sunday|13|15|0|10|Lexington|KY|""""",,
"|""""|lorem","|est|01/16/2019|tuesday|10|20|0|5|Sterling Heights|MI|""""",
"|""""|dignissim|egestas|01/08/2017|monday|11|11|0|50|Springfield|MA|""""",,
"|""""|blandit|ullamcorper","|03/13/2016|sunday|12|15|0|5|Cheyenne|WY|""""",
"|""""|nec|eu|07/17/2018|monday|10|17|0|10|Salem|OR|""""",,
"|""""|urna|blandit|07/30/2016|tuesday|13|9|0|25|Fresno|CA|""""",,
"|""""|Fusce|Proin|05/27/2016|monday|18|10|0|25|Kansas City|KS|""""",,
"|""""|In|ac|05/02/2016|saturday|12|16|0|25|Overland Park|KS|""""",,
"|""""|Quisque|interdum|06/27/2018|thursday|17|12|0|10|Green Bay|WI|""""",,
"|""""|enim.|Mauris|08/18/2018|monday|15|11|0|50|Essex|VT|""""",,
"|""""|elit|lectus|05/29/2018|saturday|10|15|0|25|College|AK|""""",,
"|""""|auctor","|risus.|12/04/2016|thursday|15|13|0|25|Honolulu|HI|""""",
"|""""|id|arcu|02/28/2018|tuesday|16|19|0|10|Eugene|OR|""""",,
"|""""|non|Cras|07/09/2017|tuesday|9|20|0|10|Kearney|NE|""""",,
"|""""|risus.|ut|10/23/2017|friday|12|16|0|50|Hattiesburg|MS|""""",,
"|""""|Nam|ac|09/27/2018|monday|15|15|0|50|Jackson|MS|""""",,
"|""""|feugiat|aptent|11/03/2016|sunday|17|21|0|25|Minneapolis|MN|""""",,
"|""""|Nunc|pede|09/24/2016|monday|13|12|0|10|Gulfport|MS|""""",,
"|""""|lacinia|vulputate|12/06/2018|thursday|17|19|0|50|Lakewood|CO|""""",,
"|""""|ut|odio|01/16/2018|monday|9|18|0|10|Hartford|CT|""""",,
"|""""|ornare","|a|04/07/2017|thursday|9|19|0|10|Burlington|VT|""""",
"|""""|magna.|erat.|06/19/2016|friday|15|19|0|10|Springfield|MO|""""",,
"|""""|leo.|nunc|02/26/2019|friday|12|17|0|25|Cincinnati|OH|""""",,
"|""""|risus.|Vivamus|09/07/2018|tuesday|16|9|0|50|Wilmington|DE|""""",,
"|""""|vel",|eget,"|07/06/2016|saturday|17|22|0|10|Houston|TX|"""""
"|""""|eros|dolor|04/11/2018|monday|12|12|0|25|Chandler|AZ|""""",,
"|""""|ultrices|et|08/18/2017|wednesday|15|10|0|25|South Bend|IN|""""",,
"|""""|amet|erat.|11/21/2016|tuesday|14|10|0|5|Cheyenne|WY|""""",,
"|""""|Duis|rhoncus.|09/29/2016|thursday|9|9|0|10|Lexington|KY|""""",,
"|""""|ornare.|libero.|08/25/2016|tuesday|17|12|0|25|Chicago|IL|""""",,
"|""""|dui.|id|04/09/2019|thursday|13|15|0|50|Philadelphia|PA|""""",,
"|""""|ipsum|erat","|04/27/2017|sunday|15|13|0|50|Independence|MO|""""",
"|""""|fringilla.|eget","|07/05/2016|wednesday|19|22|0|10|Broken Arrow|OK|""""",
"|""""|lacus.|laoreet|09/13/2018|wednesday|11|11|0|5|Broken Arrow|OK|""""",,
"|""""|gravida|egestas|01/03/2019|thursday|9|12|0|10|Idaho Falls|ID|""""",,
"|""""|dignissim|orci|04/22/2017|sunday|10|17|0|25|Essex|VT|""""",,
"|""""|parturient|semper|10/19/2017|sunday|10|18|0|50|Springdale|AR|""""",,
"|""""|lacus.|dolor|03/15/2017|wednesday|15|17|0|50|Little Rock|AR|""""",,
"|""""|neque|auctor","|12/26/2016|monday|8|10|0|25|Davenport|IA|""""",
"|""""|magna.|nisl|03/19/2017|saturday|16|17|0|5|Biloxi|MS|""""",,
"|""""|gravida|metus.|02/02/2016|monday|11|20|0|25|Denver|CO|""""",,
"|""""|metus|Aliquam|05/15/2017|sunday|20|9|0|50|Provo|UT|""""",,
"|""""|aliquet|Cum|07/06/2017|saturday|19|10|0|10|San Antonio|TX|""""",,
"|""""|nonummy|semper|03/04/2016|friday|19|14|0|5|Laramie|WY|""""",,
"|""""|vel",|vulputate,"|04/05/2018|wednesday|15|21|0|5|Green Bay|WI|"""""
"|""""|arcu.|ut|01/19/2016|tuesday|17|19|0|5|Bozeman|MT|""""",,
"|""""|eu|Praesent|05/19/2017|sunday|16|18|0|25|Akron|OH|""""",,
"|""""|egestas|Donec|10/14/2017|monday|19|15|0|5|Boise|ID|""""",,
"|""""|amet|Phasellus|02/11/2018|wednesday|19|15|0|50|Des Moines|IA|""""",,
"|""""|leo","|Mauris|12/13/2016|friday|13|10|0|50|Springdale|AR|""""",
"|""""|venenatis|nisi|11/29/2018|tuesday|11|12|0|50|Auburn|ME|""""",,
"|""""|Proin|a|04/26/2018|wednesday|20|11|0|5|Gillette|WY|""""",,
"|""""|dui.|ligula|12/03/2017|monday|16|14|0|10|Harrisburg|PA|""""",,
"|""""|placerat","|sollicitudin|02/29/2016|monday|18|13|0|25|Mobile|AL|""""",
"|""""|senectus|dapibus|09/03/2017|monday|18|9|0|50|Omaha|NE|""""",,
"|""""|Class|senectus|04/06/2018|saturday|9|11|0|50|Savannah|GA|""""",,
"|""""|at","|dolor|03/19/2019|sunday|18|15|0|5|Milwaukee|WI|""""",
"|""""|Integer|vel","|09/09/2018|monday|14|21|0|25|Nampa|ID|""""",
"|""""|Lorem|Aenean|03/10/2017|wednesday|11|12|0|50|Colchester|VT|""""",,
"|""""|turpis|Cum|01/28/2019|friday|12|18|0|50|San Diego|CA|""""",,
"|""""|velit.|Maecenas|04/03/2019|sunday|20|15|0|5|South Burlington|VT|""""",,
"|""""|aliquam|aliquet","|11/16/2017|friday|14|12|0|25|Paradise|NV|""""",
"|""""|risus.|et","|01/05/2018|saturday|14|12|0|10|Wichita|KS|""""",
"|""""|eu","|lorem|08/17/2016|saturday|15|22|0|25|Seattle|WA|""""",
"|""""|sed|adipiscing.|05/27/2017|sunday|13|11|0|5|Wilmington|DE|""""",,
"|""""|Vivamus|libero|12/24/2018|friday|17|18|0|5|Harrisburg|PA|""""",,
"|""""|lorem",|eget,"|12/09/2016|sunday|14|19|0|25|Philadelphia|PA|"""""
"|""""|felis|Aenean|01/07/2018|tuesday|19|20|0|25|Miami|FL|""""",,
"|""""|mauris.|ipsum.|04/17/2018|saturday|20|21|0|10|Springdale|AR|""""",,
"|""""|Donec|a","|02/03/2016|thursday|15|13|0|5|Naperville|IL|""""",
"|""""|consequat|turpis|05/25/2018|wednesday|20|13|0|50|Missoula|MT|""""",,
"|""""|a|erat.|01/13/2016|friday|13|9|0|10|Baltimore|MD|""""",,
"|""""|interdum.|cursus|05/31/2016|friday|16|9|0|50|San Antonio|TX|""""",,
"|""""|diam.|scelerisque","|09/09/2016|tuesday|12|9|0|25|Oklahoma City|OK|""""",
"|""""|at","|odio|05/21/2016|wednesday|13|12|0|10|Lansing|MI|""""",
"|""""|Curabitur|Curabitur|05/01/2017|friday|15|21|0|10|Naperville|IL|""""",,
"|""""|Duis|neque.|01/22/2019|wednesday|14|19|0|10|Augusta|ME|""""",,
"|""""|enim","|aliquam|05/25/2016|sunday|19|15|0|25|Owensboro|KY|""""",
"|""""|nulla|dolor|06/26/2017|thursday|19|17|0|5|Toledo|OH|""""",,
"|""""|primis|convallis","|01/25/2018|wednesday|18|19|0|50|Pike Creek|DE|""""",
"|""""|velit|cursus|07/19/2018|sunday|11|17|0|10|Bear|DE|""""",,
"|""""|Donec|malesuada|06/28/2018|wednesday|16|19|0|50|Las Vegas|NV|""""",,
"|""""|pellentesque","|dui.|11/03/2016|thursday|17|20|0|10|Mobile|AL|""""",
"|""""|ac|arcu|02/11/2017|saturday|9|9|0|25|Hattiesburg|MS|""""",,
"|""""|pellentesque.|vitae|02/27/2018|monday|20|15|0|10|Davenport|IA|""""",,
"|""""|porta|venenatis|08/11/2018|wednesday|16|15|0|25|Des Moines|IA|""""",,
"|""""|mattis|vitae","|08/08/2018|sunday|12|19|0|25|Salt Lake City|UT|""""",
"|""""|elit.|arcu|02/20/2016|monday|20|15|0|50|Carson City|NV|""""",,
"|""""|eros|elementum","|04/29/2016|tuesday|12|17|0|5|Fairbanks|AK|""""",
"|""""|elit|ac","|05/21/2018|saturday|16|10|0|10|Georgia|GA|""""",
"|""""|In|luctus|10/01/2016|wednesday|16|14|0|50|Boston|MA|""""",,
"|""""|Donec|et|03/21/2019|wednesday|10|22|0|25|Kailua|HI|""""",,
"|""""|vitae|quis|09/14/2016|saturday|12|19|0|10|Louisville|KY|""""",,
"|""""|consectetuer|non","|05/04/2017|saturday|8|22|0|10|Flint|MI|""""",
"|""""|tellus.|Nunc|03/14/2016|sunday|14|10|0|5|Butte|MT|""""",,
"|""""|commodo|semper|06/02/2017|thursday|9|15|0|10|Kapolei|HI|""""",,
"|""""|lobortis|egestas|06/22/2018|wednesday|14|17|0|50|Cedar Rapids|IA|""""",,
"|""""|porttitor|risus|10/19/2016|wednesday|16|13|0|5|Bellevue|WA|""""",,
"|""""|eu|quam","|08/02/2017|friday|15|14|0|50|Birmingham|AL|""""",
"|""""|libero.|mollis.|01/28/2016|saturday|11|11|0|50|Gillette|WY|""""",,
"|""""|magna.|luctus|05/28/2017|tuesday|20|18|0|50|Jacksonville|FL|""""",,
"|""""|a","|suscipit|03/30/2019|sunday|12|17|0|5|Hattiesburg|MS|""""",
"|""""|orci|elementum|07/24/2017|sunday|16|15|0|50|Saint Paul|MN|""""",,
"|""""|egestas|vitae|04/06/2018|monday|8|15|0|5|Rutland|VT|""""",,
"|""""|sodales.|lorem|10/20/2016|sunday|14|22|0|25|Fort Worth|TX|""""",,
"|""""|mauris.|a|09/21/2016|friday|17|12|0|5|Topeka|KS|""""",,
"|""""|molestie|mauris|12/12/2018|tuesday|13|9|0|50|Kearney|NE|""""",,
"|""""|sem.|Praesent|11/12/2017|monday|8|11|0|10|Saint Louis|MO|""""",,
"|""""|vitae","|tempor|09/29/2017|saturday|10|13|0|25|Metairie|LA|""""",
